Disease,Drug_Family,Drug_Name,Drug_URL,Disease_URL
Pharyngitis (Sore Throat),General/Unspecified,Dyclopro,https://www.drugs.com/pro/dyclopro-topical-solution.html,https://www.drugs.com/condition/sore-throat.html
Pharyngitis (Sore Throat),General/Unspecified,Mucinex Instasoothe Sore Throat + Cough Relief,https://www.drugs.com/mtm/mucinex-instasoothe-sore-throat-plus-cough-relief.html,https://www.drugs.com/condition/sore-throat.html
Pharyngitis (Sore Throat),General/Unspecified,Mycinette Sore Throat Spray,https://www.drugs.com/mtm/mycinette-sore-throat-spray.html,https://www.drugs.com/condition/sore-throat.html
Pharyngitis (Sore Throat),General/Unspecified,Pain-A-Lay Gargle,https://www.drugs.com/mtm/pain-a-lay-gargle.html,https://www.drugs.com/condition/sore-throat.html
Phenylketonuria,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/kuvan.html,https://www.drugs.com/condition/phenylketonuria.html
Phenylketonuria,General/Unspecified,Palynziq,https://www.drugs.com/mtm/palynziq.html,https://www.drugs.com/condition/phenylketonuria.html
Phenylketonuria,General/Unspecified,sapropterin,https://www.drugs.com/mtm/sapropterin.html,https://www.drugs.com/condition/phenylketonuria.html
Phenylketonuria,General/Unspecified,pegvaliase,https://www.drugs.com/mtm/pegvaliase.html,https://www.drugs.com/condition/phenylketonuria.html
Phenylketonuria,General/Unspecified,Javygtor,https://www.drugs.com/mtm/javygtor.html,https://www.drugs.com/condition/phenylketonuria.html
Phenylketonuria,General/Unspecified,Zelvysia,https://www.drugs.com/pro/zelvysia.html,https://www.drugs.com/condition/phenylketonuria.html
Pheochromocytoma,General/Unspecified,phenoxybenzamine,https://www.drugs.com/mtm/phenoxybenzamine.html,https://www.drugs.com/condition/pheochromocytoma.html
Pheochromocytoma,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/phenoxybenzamine-capsules.html,https://www.drugs.com/condition/pheochromocytoma.html
Pheochromocytoma,General/Unspecified,Dibenzyline,https://www.drugs.com/mtm/dibenzyline.html,https://www.drugs.com/condition/pheochromocytoma.html
Pheochromocytoma,General/Unspecified,labetalol,https://www.drugs.com/mtm/labetalol.html,https://www.drugs.com/condition/pheochromocytoma.html
Pheochromocytoma,General/Unspecified,metyrosine,https://www.drugs.com/mtm/metyrosine.html,https://www.drugs.com/condition/pheochromocytoma.html
Pheochromocytoma,General/Unspecified,phentolamine,https://www.drugs.com/cons/phentolamine-injection.html,https://www.drugs.com/condition/pheochromocytoma.html
Pheochromocytoma,General/Unspecified,Demser,https://www.drugs.com/mtm/demser.html,https://www.drugs.com/condition/pheochromocytoma.html
Pheochromocytoma,General/Unspecified,Azedra,https://www.drugs.com/mtm/azedra.html,https://www.drugs.com/condition/pheochromocytoma.html
Pheochromocytoma,General/Unspecified,iobenguane I 131,https://www.drugs.com/mtm/iobenguane-i-131.html,https://www.drugs.com/condition/pheochromocytoma.html
Pheochromocytoma,General/Unspecified,belzutifan,https://www.drugs.com/mtm/belzutifan.html,https://www.drugs.com/condition/pheochromocytoma.html
Pheochromocytoma Diagnosis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/clonidine.html,https://www.drugs.com/condition/pheochromocytoma-diagnosis.html
Pheochromocytoma Diagnosis,General/Unspecified,phentolamine,https://www.drugs.com/cons/phentolamine-injection.html,https://www.drugs.com/condition/pheochromocytoma-diagnosis.html
"Phobia, social (Social Anxiety Disorder)",General/Unspecified,Prescribing Information,https://www.drugs.com/pro/zoloft.html,https://www.drugs.com/condition/social-anxiety-disorder.html
"Phobia, social (Social Anxiety Disorder)",General/Unspecified,fluvoxamine,https://www.drugs.com/mtm/fluvoxamine.html,https://www.drugs.com/condition/social-anxiety-disorder.html
"Phobia, social (Social Anxiety Disorder)",General/Unspecified,Paxil CR,https://www.drugs.com/mtm/paxil-cr.html,https://www.drugs.com/condition/social-anxiety-disorder.html
Physical Urticaria,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/cetirizine.html,https://www.drugs.com/condition/physical-urticaria.html
PIK3CA-Related Overgrowth Spectrum,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/vijoice.html,https://www.drugs.com/condition/pik3ca-related-overgrowth-spectrum.html
Pituitary Adenoma,General/Unspecified,octreotide,https://www.drugs.com/mtm/octreotide-oral-injection.html,https://www.drugs.com/condition/pituitary-adenoma.html
Pituitary Adenoma,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/octreotide.html,https://www.drugs.com/condition/pituitary-adenoma.html
Pityriasis rubra pilaris,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/methotrexate-injection.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,acitretin,https://www.drugs.com/mtm/acitretin.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,isotretinoin,https://www.drugs.com/mtm/isotretinoin.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Keralac,https://www.drugs.com/mtm/keralac.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Kenalog-10,https://www.drugs.com/pro/kenalog-10.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,urea,https://www.drugs.com/mtm/urea-topical.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Aluvea,https://www.drugs.com/mtm/aluvea.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,lactic acid,https://www.drugs.com/pro/lactic-acid-cream.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Aqua Care,https://www.drugs.com/mtm/aqua-care.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Carmol,https://www.drugs.com/mtm/carmol.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Myorisan,https://www.drugs.com/mtm/myorisan.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Atrac-Tain,https://www.drugs.com/mtm/atrac-tain.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Carmol 20,https://www.drugs.com/mtm/carmol-20.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Umecta,https://www.drugs.com/mtm/umecta.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Cerovel,https://www.drugs.com/mtm/cerovel.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Gormel,https://www.drugs.com/mtm/gormel.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Hydro 35,https://www.drugs.com/mtm/hydro-35.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Nutraplus,https://www.drugs.com/mtm/nutraplus.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Rinnovi Nail System,https://www.drugs.com/mtm/rinnovi-nail-system.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Rynoderm,https://www.drugs.com/pro/rynoderm.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Aquaphilic with Urea,https://www.drugs.com/mtm/aquaphilic-with-urea.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Carb-O-Philic / 10,https://www.drugs.com/mtm/carb-o-philic-10.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis rubra pilaris,General/Unspecified,Carb-O-Philic / 20,https://www.drugs.com/mtm/carb-o-philic-20.html,https://www.drugs.com/condition/pityriasis-rubra-pilaris.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,ketoconazole,https://www.drugs.com/mtm/ketoconazole-topical.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/ketoconazole-cream.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,selenium sulfide,https://www.drugs.com/mtm/selenium-sulfide-topical.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,clotrimazole,https://www.drugs.com/mtm/clotrimazole-topical.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,itraconazole,https://www.drugs.com/mtm/itraconazole.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,econazole,https://www.drugs.com/mtm/econazole-topical.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,miconazole,https://www.drugs.com/mtm/miconazole-topical.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,ciclopirox,https://www.drugs.com/mtm/ciclopirox-topical.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,terbinafine,https://www.drugs.com/mtm/terbinafine-topical.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,Nizoral Topical,https://www.drugs.com/mtm/nizoral-topical.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,Oxistat,https://www.drugs.com/mtm/oxistat.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,Aloe Vesta,https://www.drugs.com/cons/aloe-vesta-antifungal.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,FungiCURE Pump Spray,https://www.drugs.com/mtm/fungicure-pump-spray.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,Ketodan,https://www.drugs.com/mtm/ketodan.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,Nizoral A-D,https://www.drugs.com/mtm/nizoral-a-d.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,Tinactin,https://www.drugs.com/mtm/tinactin.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,Kuric,https://www.drugs.com/mtm/kuric.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,Loprox,https://www.drugs.com/mtm/loprox.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,tolnaftate,https://www.drugs.com/mtm/tolnaftate-topical.html,https://www.drugs.com/condition/tinea-versicolor.html
Pityriasis versicolor (Tinea Versicolor),General/Unspecified,Aloe Vesta 2 in 1 Antifungal,https://www.drugs.com/cons/aloe-vesta-2-n-1-antifungal.html,https://www.drugs.com/condition/tinea-versicolor.html
Plague Prophylaxis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/levofloxacin.html,https://www.drugs.com/condition/plague-prophylaxis.html
Plague Prophylaxis,General/Unspecified,Avelox I.V.,https://www.drugs.com/cons/avelox-i-v.html,https://www.drugs.com/condition/plague-prophylaxis.html
Plague Prophylaxis,General/Unspecified,moxifloxacin,https://www.drugs.com/mtm/moxifloxacin-oral-injection.html,https://www.drugs.com/condition/plague-prophylaxis.html
Plague Prophylaxis,General/Unspecified,Cipro XR,https://www.drugs.com/pro/cipro-xr.html,https://www.drugs.com/condition/plague-prophylaxis.html
Plague Prophylaxis,General/Unspecified,Cipro I.V.,https://www.drugs.com/mtm/cipro-i-v-injection.html,https://www.drugs.com/condition/plague-prophylaxis.html
Plantar Fasciitis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/ibuprofen.html,https://www.drugs.com/condition/plantar-fasciitis.html
Plantar Fasciitis,General/Unspecified,Proprinal,https://www.drugs.com/mtm/proprinal.html,https://www.drugs.com/condition/plantar-fasciitis.html
Plantar Fasciitis,General/Unspecified,Motrin,https://www.drugs.com/pro/motrin.html,https://www.drugs.com/condition/plantar-fasciitis.html
Plantar Fasciitis,General/Unspecified,Nuprin,https://www.drugs.com/cons/nuprin.html,https://www.drugs.com/condition/plantar-fasciitis.html
Plantar Fasciitis,General/Unspecified,Addaprin,https://www.drugs.com/cons/addaprin.html,https://www.drugs.com/condition/plantar-fasciitis.html
Plantar Fasciitis,General/Unspecified,Advil Liqui-Gels,https://www.drugs.com/pro/advil-liqui-gels.html,https://www.drugs.com/condition/plantar-fasciitis.html
Plantar Fasciitis,General/Unspecified,Genpril,https://www.drugs.com/mtm/genpril.html,https://www.drugs.com/condition/plantar-fasciitis.html
Plantar Fasciitis,General/Unspecified,A-G Profen,https://www.drugs.com/cons/a-g-profen.html,https://www.drugs.com/condition/plantar-fasciitis.html
Plantar Fasciitis,General/Unspecified,IBU-200,https://www.drugs.com/cons/ibu-200.html,https://www.drugs.com/condition/plantar-fasciitis.html
Plantar Fasciitis,General/Unspecified,Midol IB,https://www.drugs.com/mtm/midol-ib.html,https://www.drugs.com/condition/plantar-fasciitis.html
Plaque Psoriasis,General/Unspecified,hydrocortisone,https://www.drugs.com/mtm/hydrocortisone-topical.html,https://www.drugs.com/condition/plaque-psoriasis.html
Plaque Psoriasis,General/Unspecified,triamcinolone,https://www.drugs.com/mtm/triamcinolone-topical.html,https://www.drugs.com/condition/plaque-psoriasis.html
Plaque Psoriasis,General/Unspecified,calcipotriene,https://www.drugs.com/mtm/calcipotriene-topical.html,https://www.drugs.com/condition/plaque-psoriasis.html
Plaque Psoriasis,General/Unspecified,calcitriol,https://www.drugs.com/mtm/calcitriol-topical.html,https://www.drugs.com/condition/plaque-psoriasis.html
Plaque Psoriasis,General/Unspecified,Tacrolimus,https://www.drugs.com/mtm/tacrolimus-topical.html,https://www.drugs.com/condition/plaque-psoriasis.html
Plaque Psoriasis,General/Unspecified,pimecrolimus,https://www.drugs.com/mtm/pimecrolimus-topical.html,https://www.drugs.com/condition/plaque-psoriasis.html
Plaque Psoriasis,General/Unspecified,Salicylic acid,https://www.drugs.com/mtm/salicylic-acid-topical.html,https://www.drugs.com/condition/plaque-psoriasis.html
Plaque Psoriasis,General/Unspecified,Coal tar,https://www.drugs.com/mtm/coal-tar-topical.html,https://www.drugs.com/condition/plaque-psoriasis.html
Plaque Psoriasis,General/Unspecified,acitretin,https://www.drugs.com/mtm/acitretin.html,https://www.drugs.com/condition/plaque-psoriasis.html
Plaque Psoriasis,General/Unspecified,tildrakizumab,https://www.drugs.com/mtm/tildrakizumab.html,https://www.drugs.com/condition/plaque-psoriasis.html
Plaque Psoriasis,General/Unspecified,certolizumab,https://www.drugs.com/mtm/certolizumab.html,https://www.drugs.com/condition/plaque-psoriasis.html
Plaque Psoriasis,General/Unspecified,Cyclosporine,https://www.drugs.com/mtm/cyclosporine-oral-injection.html,https://www.drugs.com/condition/plaque-psoriasis.html
Plaque Psoriasis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/otezla.html,https://www.drugs.com/condition/plaque-psoriasis.html
Platelet Aggregation Inhibition,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/plavix.html,https://www.drugs.com/condition/platelet-aggregation-inhibition.html
Platelet Aggregation Inhibition,General/Unspecified,clopidogrel,https://www.drugs.com/mtm/clopidogrel.html,https://www.drugs.com/condition/platelet-aggregation-inhibition.html
Platysma Bands,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/botox-cosmetic.html,https://www.drugs.com/condition/platysma-bands.html
Pleural Effusion,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/doxycycline.html,https://www.drugs.com/condition/pleural-effusion.html
Pleural Effusion,General/Unspecified,Vibramycin,https://www.drugs.com/cons/vibramycin-calcium.html,https://www.drugs.com/condition/pleural-effusion.html
Pleural Effusion,General/Unspecified,Doryx,https://www.drugs.com/cons/doryx.html,https://www.drugs.com/condition/pleural-effusion.html
Pleural Effusion,General/Unspecified,Monodox,https://www.drugs.com/cons/monodox.html,https://www.drugs.com/condition/pleural-effusion.html
Pleural Effusion,General/Unspecified,Doryx MPC,https://www.drugs.com/cons/doryx-mpc.html,https://www.drugs.com/condition/pleural-effusion.html
Pleural Effusion,General/Unspecified,Sclerosol,https://www.drugs.com/cons/sclerosol-intrapleural.html,https://www.drugs.com/condition/pleural-effusion.html
Pleural Effusion,General/Unspecified,Steritalc,https://www.drugs.com/cons/steritalc.html,https://www.drugs.com/condition/pleural-effusion.html
PMBCL (Primary Mediastinal Large B-cell Lymphoma),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/keytruda.html,https://www.drugs.com/condition/primary-mediastinal-large-b-cell-lymphoma.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/fluoxetine.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,drospirenone / ethinyl estradiol,https://www.drugs.com/mtm/drospirenone-and-ethinyl-estradiol.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Paxil CR,https://www.drugs.com/mtm/paxil-cr.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Gianvi,https://www.drugs.com/cons/gianvi.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Loryna,https://www.drugs.com/cons/loryna.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Nikki,https://www.drugs.com/pro/nikki.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Ocella,https://www.drugs.com/cons/ocella.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,pamabrom,https://www.drugs.com/mtm/pamabrom.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Syeda,https://www.drugs.com/cons/syeda.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Diurex Water Capsules,https://www.drugs.com/mtm/diurex-water-capsules.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Blue cohosh,https://www.drugs.com/mtm/blue-cohosh.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Garlic,https://www.drugs.com/mtm/garlic.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Gotu kola,https://www.drugs.com/mtm/gotu-kola.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Pennyroyal,https://www.drugs.com/mtm/pennyroyal.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Valerian,https://www.drugs.com/mtm/valerian.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMDD (Premenstrual Dysphoric Disorder),General/Unspecified,Wild yam,https://www.drugs.com/mtm/wild-yam.html,https://www.drugs.com/condition/premenstrual-dysphoric-disorder.html
PMS (Premenstrual Syndrome),General/Unspecified,ethinyl estradiol / levonorgestrel,https://www.drugs.com/mtm/ethinyl-estradiol-and-levonorgestrel.html,https://www.drugs.com/condition/premenstrual-syndrome.html
PMS (Premenstrual Syndrome),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/levonorgestrel-and-ethinyl-estradiol.html,https://www.drugs.com/condition/premenstrual-syndrome.html
PMS (Premenstrual Syndrome),General/Unspecified,Falmina,https://www.drugs.com/pro/falmina.html,https://www.drugs.com/condition/premenstrual-syndrome.html
PMS (Premenstrual Syndrome),General/Unspecified,pamabrom,https://www.drugs.com/mtm/pamabrom.html,https://www.drugs.com/condition/premenstrual-syndrome.html
PMS (Premenstrual Syndrome),General/Unspecified,Diurex Water Capsules,https://www.drugs.com/mtm/diurex-water-capsules.html,https://www.drugs.com/condition/premenstrual-syndrome.html
PMS (Premenstrual Syndrome),General/Unspecified,Amethia Lo,https://www.drugs.com/mtm/amethia-lo-extended-cycle.html,https://www.drugs.com/condition/premenstrual-syndrome.html
PMS (Premenstrual Syndrome),General/Unspecified,CamreseLo,https://www.drugs.com/cons/camreselo.html,https://www.drugs.com/condition/premenstrual-syndrome.html
PMS (Premenstrual Syndrome),General/Unspecified,Chateal,https://www.drugs.com/pro/chateal.html,https://www.drugs.com/condition/premenstrual-syndrome.html
PMS (Premenstrual Syndrome),General/Unspecified,Kurvelo,https://www.drugs.com/pro/kurvelo.html,https://www.drugs.com/condition/premenstrual-syndrome.html
PMS (Premenstrual Syndrome),General/Unspecified,Myzilra,https://www.drugs.com/pro/myzilra.html,https://www.drugs.com/condition/premenstrual-syndrome.html
PMS (Premenstrual Syndrome),General/Unspecified,Aqua-Ban,https://www.drugs.com/mtm/aqua-ban.html,https://www.drugs.com/condition/premenstrual-syndrome.html
PMS (Premenstrual Syndrome),General/Unspecified,Diurex Aquagels,https://www.drugs.com/mtm/diurex-aquagels.html,https://www.drugs.com/condition/premenstrual-syndrome.html
Pneumococcal Disease Prophylaxis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/pneumovax-23.html,https://www.drugs.com/condition/pneumococcal-disease-prophylaxis.html
Pneumococcal Disease Prophylaxis,General/Unspecified,Prevnar 13,https://www.drugs.com/pro/prevnar-13.html,https://www.drugs.com/condition/pneumococcal-disease-prophylaxis.html
Pneumococcal Disease Prophylaxis,General/Unspecified,pneumococcal 13-valent vaccine,https://www.drugs.com/mtm/pneumococcal-13-valent-conjugate-vaccine.html,https://www.drugs.com/condition/pneumococcal-disease-prophylaxis.html
Pneumococcal Disease Prophylaxis,General/Unspecified,pneumococcal 23-polyvalent vaccine,https://www.drugs.com/mtm/pneumococcal-polysaccharides-vaccine-ppsv-23-valent.html,https://www.drugs.com/condition/pneumococcal-disease-prophylaxis.html
Pneumococcal Disease Prophylaxis,General/Unspecified,pneumococcal 20-valent conjugate vaccine,https://www.drugs.com/mtm/pneumococcal-20-valent-conjugate-vaccine.html,https://www.drugs.com/condition/pneumococcal-disease-prophylaxis.html
Pneumococcal Disease Prophylaxis,General/Unspecified,pneumococcal 21-valent conjugate vaccine,https://www.drugs.com/mtm/pneumococcal-21-valent-conjugate-vaccine.html,https://www.drugs.com/condition/pneumococcal-disease-prophylaxis.html
Pneumococcal Disease Prophylaxis,General/Unspecified,pneumococcal 15-valent conjugate vaccine,https://www.drugs.com/mtm/pneumococcal-15-valent-conjugate-vaccine.html,https://www.drugs.com/condition/pneumococcal-disease-prophylaxis.html
Pneumocystis Pneumonia,General/Unspecified,dapsone,https://www.drugs.com/mtm/dapsone.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/dapsone.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,sulfamethoxazole / trimethoprim,https://www.drugs.com/mtm/sulfamethoxazole-and-trimethoprim.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,Mepron,https://www.drugs.com/mtm/mepron.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,atovaquone,https://www.drugs.com/mtm/atovaquone.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,pentamidine,https://www.drugs.com/mtm/pentamidine.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,trimethoprim,https://www.drugs.com/mtm/trimethoprim.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,primaquine,https://www.drugs.com/mtm/primaquine.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,leucovorin,https://www.drugs.com/mtm/leucovorin.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,Septra DS,https://www.drugs.com/cons/septra-ds.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,Cleocin Phosphate,https://www.drugs.com/cons/cleocin-phosphate-iv.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,Cleocin HCl,https://www.drugs.com/cons/cleocin-hcl.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,Cleocin Pediatric,https://www.drugs.com/cons/cleocin-pediatric.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,Sulfatrim Pediatric,https://www.drugs.com/cons/sulfatrim-pediatric.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,Nebupent,https://www.drugs.com/mtm/nebupent.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,Pentam,https://www.drugs.com/cons/pentam.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,Primsol,https://www.drugs.com/mtm/primsol.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia,General/Unspecified,Pentam 300,https://www.drugs.com/mtm/pentam-300.html,https://www.drugs.com/condition/pneumocystis-pneumonia.html
Pneumocystis Pneumonia Prophylaxis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/bactrim.html,https://www.drugs.com/condition/pneumocystis-pneumonia-prophylaxis.html
Pneumocystis Pneumonia Prophylaxis,General/Unspecified,dapsone,https://www.drugs.com/mtm/dapsone.html,https://www.drugs.com/condition/pneumocystis-pneumonia-prophylaxis.html
Pneumocystis Pneumonia Prophylaxis,General/Unspecified,sulfamethoxazole / trimethoprim,https://www.drugs.com/mtm/sulfamethoxazole-and-trimethoprim.html,https://www.drugs.com/condition/pneumocystis-pneumonia-prophylaxis.html
Pneumocystis Pneumonia Prophylaxis,General/Unspecified,atovaquone,https://www.drugs.com/mtm/atovaquone.html,https://www.drugs.com/condition/pneumocystis-pneumonia-prophylaxis.html
Pneumocystis Pneumonia Prophylaxis,General/Unspecified,Mepron,https://www.drugs.com/mtm/mepron.html,https://www.drugs.com/condition/pneumocystis-pneumonia-prophylaxis.html
Pneumocystis Pneumonia Prophylaxis,General/Unspecified,pentamidine,https://www.drugs.com/mtm/pentamidine.html,https://www.drugs.com/condition/pneumocystis-pneumonia-prophylaxis.html
